class,IWAE distance,VAR distance
0.0,2.774212598800659,2.339872121810913
1.0,2.0070486068725586,2.046778917312622
2.0,3.3919334411621094,3.5396127700805664
3.0,3.2033655643463135,2.935724973678589
4.0,2.9738175868988037,2.6934731006622314
5.0,3.5567543506622314,3.2150962352752686
6.0,3.0605788230895996,2.693544864654541
7.0,2.444908857345581,2.3627500534057617
8.0,3.261448860168457,2.674995183944702
9.0,2.653350830078125,2.477755069732666
