class,IWAE distance,VAR distance
0.0,2.850574254989624,2.340402841567993
1.0,2.0416245460510254,1.750382423400879
2.0,3.513713836669922,3.5919647216796875
3.0,3.102332592010498,2.791945457458496
4.0,2.866394281387329,2.854369640350342
5.0,3.358416795730591,3.1002397537231445
6.0,3.0830554962158203,2.7211520671844482
7.0,2.6087512969970703,2.3563003540039062
8.0,3.155238628387451,2.6833221912384033
9.0,2.668302059173584,2.397212505340576
