elbo,elbo_var
-123.85817656219265,-2.996587660106461
-111.88349705723796,-6.747371793193944
-129.89969101192997,-15.117903544221901
-59.66384961589985,-8.523523112469018
-99.0875143726055,-4.46360823350417
-139.526269719653,-13.600819142212032
-57.91552456609989,-4.556948414759158
-108.56724863391263,-6.232957127917523
-49.46828031769062,-1.0928944878529678
-109.15880921550809,-1.8501736151961186
-97.00106932049025,-3.356393920298141
-96.55622774649349,-2.891416093878854
-126.65147832988964,-17.125066874885285
-122.18518944999778,-4.2272446224246245
-53.29766568110934,-2.267640688002836
-91.2371964218929,-4.316346842087522
-135.95351994255762,-4.539135445357811
-113.57794586306245,-7.87454064482624
-95.56795921481871,-2.6037427306715086
-87.44020782497192,-10.211732040608894
-139.59507943944294,-10.363742715807641
-128.40293980477765,-13.051784075270731
-87.36959992716244,-5.233575243397243
-58.813796692205294,-1.4934120554238612
-121.82675603727574,-4.9675322449556525
-128.65378816059746,-6.6468659007208295
-85.51902697532135,-0.9229613994380765
-118.94741193567774,-4.55643270682965
-150.50363971604406,-16.697357611823392
-83.87155034962748,-8.36837454744289
-133.00409563095903,-11.050157597973602
-111.79572143476145,-11.195795926042301
-103.55489018033887,-4.267114508907558
-89.66397817457575,-5.693245892084539
-106.31009744119024,-5.458767438209553
-103.43336000262089,-2.4324939904427407
-93.37206713583686,-3.89515241023797
-115.07557726679178,-3.4882958300444358
-111.61911661788359,-2.7287860088546534
-105.9484464391148,-3.315248229353361
-50.52122196628621,-1.9515792442817426
-112.0150799554939,-2.1861200590045176
-74.61482026953033,-6.452184061483206
-79.42462492776481,-1.0826415392740238
-105.06394249724171,-3.0186957725918795
-95.60295093113051,-4.13640524084484
-136.3375281276543,-7.627876667900425
-92.59520265837124,-3.3576224037519156
-104.12964486140106,-7.280628688650272
-118.93125852210717,-5.498636789762924
-96.03394480050896,-1.6444892818167893
-115.60267439994999,-5.89207038717408
-109.18750774544114,-9.580229112444892
-111.38806688056093,-6.438901408498022
-109.90235199867521,-10.215254059416983
-122.89178849608875,-10.732029976511171
-118.3497113863063,-3.475916537283245
-85.72310603668892,-3.5613171207175847
-96.02030634754789,-4.687666842094149
-58.10799395890061,-1.0354630611428282
-132.72224207826162,-7.994218946889163
-103.26047177467039,-4.810635313931212
-100.53120372627191,-7.372227763916091
-144.68865595046486,-5.485292462994112
-118.81088817269394,-6.755661693282892
-91.69396262422414,-1.8985269815819825
-86.62269041483268,-1.8714781815430415
-96.63834125140156,-13.869933714189452
-143.2305130647126,-7.423418466290871
-120.74134778826371,-10.87626841419138
-94.83373165432288,-14.126016405172297
-93.68096095425473,-6.310376318289722
-52.93015428795321,-2.509868268134834
-109.15093202715966,-2.4920155336852243
-98.13324302305024,-2.6168616713855832
-108.19482672604342,-2.826620252487806
-117.61633031195512,-3.9552960643504793
-59.82428560760701,-2.7231054858757253
-62.98377513605885,-1.9302080300060769
-92.31969209328994,-4.65740299339527
-125.69263778662905,-9.128578852353813
-112.26982844894071,-3.6408262634756476
-119.0876238317218,-8.25017989951501
-112.57225238609848,-7.6068388876845985
-89.59328645209624,-4.316039223599301
-121.78127152736161,-1.5386237964607177
-120.3607347895631,-1.8510286268360947
-110.06465521268814,-4.8578320601658875
-129.84062591131283,-4.232635791873561
-117.82201955267236,-6.27080438717126
-111.38933220472215,-4.553242640434572
-106.47039961326455,-7.709825196345225
-91.31573510426851,-1.639751469741277
-107.65634356406315,-2.8551043785234893
-104.91311966078248,-2.9772873790430197
-101.41479475481253,-3.265322599590341
-71.87734330271519,-3.3075226028154554
-117.83206952774555,-6.621078644982571
-88.7212510162107,-3.105359189342108
-59.823427193413806,-2.0400807239694303
-100.78776597764086,-5.510306518780766
-110.56325600458706,-3.057989953144131
-47.874109135580284,-1.4761474681290818
-82.58554072880813,-4.197479451710212
-59.11589357961459,-0.9637350837031179
-61.600416786369124,-3.584348473585981
-105.5943770672718,-5.750608587254178
-115.36584138210188,-6.075160203956165
-137.1161298182123,-5.664694944876827
-115.0696688022788,-10.650758614913128
-102.0033805718542,-1.2353483034742256
-147.481189756526,-2.4840918860233376
-51.97113706672002,-6.921038629564002
-66.0914167718595,-6.653479925800435
-128.02247283832173,-3.765749246938297
-94.81873526400595,-2.4700291832125885
-89.11314499193237,-3.5183650818379792
-146.54076257552225,-17.729948542287506
-125.1551287963151,-7.1933520625531155
-118.66056074766053,-3.4190671049737835
-122.19052577495592,-4.430284562329667
-151.92089251980963,-5.070311525968728
-108.76233722165483,-10.274403997707282
-98.16876021648511,-5.876338184823159
-54.093030547350054,-2.355557913821155
-110.54579092101459,-3.357029453336744
-102.07944443391155,-2.1004939746045843
-125.58545654231051,-4.62670246303304
-60.00336325662162,-9.123815922764857
-112.30676856630427,-7.657007237327865
-110.0485440504812,-23.948802562504778
-118.01307542843193,-3.108972606203335
-82.29867711414569,-7.8454388455480775
-79.22652807449802,-4.16228261779629
-111.57664977559621,-5.8276579375608355
-113.55499978969226,-2.522850537857492
-91.69183728935064,-4.372118423394993
-76.15719045869739,-5.980051900843501
-118.09364687778185,-6.311060522436914
-105.7722754960326,-10.182624868292413
-85.4987188285279,-3.422416950032618
-93.44658934852487,-5.301459591571362
-111.74284684762935,-9.11872634328757
-123.57749514934507,-2.925152626641401
-124.28011710731575,-3.3563272076493287
-102.67706269879582,-3.1365440234453255
-124.69829097320678,-7.067491542200556
-91.88932780415452,-23.086141140221002
-100.23704825891348,-3.547425975463223
-109.7591986974297,-2.1757887939553235
-109.47061932333614,-12.594136974101197
-99.04452416919908,-8.842412053705102
-52.74211786779491,-3.6995479175151598
-84.67673144995416,-1.7561869228593279
-118.22854863220186,-6.016156651931577
-105.78493033923436,-4.444657089146502
-113.60738088101469,-6.152075969816766
-106.68925846925306,-5.788806538180056
-118.07284870985211,-7.228632151433833
-133.22740020315075,-3.4487887526857723
-117.567068402902,-1.873573445234208
