elbo,elbo_var
-192.31091977679856,-0.600927967352119
-122.09267015087323,-1.5066341811432462
-200.3999419561839,-5.243821991582207
-56.404273400784575,-0.21975987465211996
-147.36124505756274,-0.8363212296959553
-207.4631655420494,-4.517271629434492
-69.1337605744668,-0.08956177725247333
-151.7562429165973,-0.3977843034354808
-53.83917944629725,-0.23200985341519653
-167.54285436878885,-31.28592847738463
-150.85059988390321,-0.8502670601655915
,
-174.47570868077506,-0.16211799504177307
-147.498782463926,-0.959956139477411
-61.983273507428855,-0.15373232449529456
-120.85072839796933,-0.8039808037396402
-190.1462746207651,-0.5040636808071121
-125.40407356212941,-0.4517523549609445
-143.93837702912592,-2.069722220860502
-110.32877438023307,-0.39780116447388253
-199.30463225982686,-0.31734370075671126
-157.23889311339266,-2.308464187971837
-116.22284387638815,-0.8720643042607468
-55.87722070820765,-0.3035661456665933
-184.64710448305934,-3.9443886157152357
-202.46306705827607,-0.26157949081642157
-120.19195049909645,-0.8701976377680032
-207.05239650059522,-0.3416221387861959
-281.0653906770147,-1.2191637941558533
-149.6046368364794,-0.4950141515209245
-177.3784380552334,-0.4717238040544539
-163.15994038356519,-1.5387276585813108
-135.57815543645108,-0.08722421640273187
-130.929968370567,-0.38659241963086677
-215.6388602065054,-2.175530762606282
-118.5755873537912,-0.5647590026828746
-146.4434258021966,-0.41625219009236186
-144.13159780458622,-0.06754150179338977
-168.92184505140978,-0.8762761943265432
-131.9073184576323,-1.0478161731141613
-49.8328669924285,-0.8570535818071511
-137.29118375625103,-4.682104326383976
-95.4000080803568,-0.46909208457459073
-100.96394061662734,-0.5364984348319779
-151.0778970797775,-1.9687518287422552
-128.75892367471855,-6.5162575223517925
-153.16849293677535,-1.9062946950304713
-138.64055437568658,-0.6329379214068187
-134.98655787947828,-1.7820963746176983
-155.23757845073558,-0.7455356499828336
-146.92547853205426,-0.28449904341978133
-144.7105774465421,-0.2619390189046297
-169.66702019347747,-0.6926126706284458
-159.11882905249013,-4.453863187002061
-153.91731030312255,-2.4504164817116654
-182.3833439058009,-3.2991792858133775
-198.60645613532438,-0.049678526579578094
-103.68764920417536,-0.21592280041357434
-152.026034457401,-0.08033462316864219
-53.74027631417354,-0.8353036201428383
-181.96502841560059,-5.100584265766629
-148.63323570997267,-1.7218107745314235
-151.9533354167207,-4.49597913705821
-234.5741011921781,-0.5526859946895966
-254.79344709406266,-4.27108091689101
,
-122.24750928291988,-0.9729350132694611
-111.62295321024918,-0.8304909047610474
-196.741175575829,-5.446873528395069
-218.10469945086186,-1.6726467475443931
-172.70431728567846,-4.287555594994192
-152.23507682221563,-0.8680435698116231
-57.3749120920761,-0.011304999890269446
-138.8318707591832,-0.1658063835598825
-148.52716122923502,-0.1512136211862766
-173.7831156065015,-0.13748513608738178
-175.71015346941027,-1.6915606898478945
-58.91173973550788,-0.15753981528718686
-82.71962669956673,-1.8260527135011932
-155.08207282220948,-0.7523705796465368
-187.93507796046947,-4.23589770323224
-159.07084838339142,-1.0830500633646125
-186.47775303869548,-0.642083879050233
-156.9903920961868,-0.8714050113848069
-166.5772719334015,-38.23475747317705
-150.68121135958083,-1.7009097563741973
-182.18059046070618,-0.10974121051335718
-125.29938930050396,-0.5382501067622787
-155.52896636073598,-0.13490971927646905
-169.12170307108323,-2.9413969848195043
